Bottom-up,14,2,91,1886
Memoization,14,3,364,2375
Bottom-up,14,3,364,1397
Memoization,14,4,1001,1886
Bottom-up,14,4,1001,1886
Memoization,14,5,2002,2444
Bottom-up,14,5,2002,1886
Memoization,14,6,3003,2444
Bottom-up,14,6,3003,1397
Memoization,14,7,3432,2305
Bottom-up,14,7,3432,2305
Memoization,14,8,3003,908
Bottom-up,14,8,3003,1886
Memoization,14,9,2002,2444
Bottom-up,14,9,2002,1466
Memoization,14,10,1001,2863
Bottom-up,14,10,1001,1955
Memoization,14,11,364,1886
Bottom-up,14,11,364,1886
Memoization,14,12,91,1467
Bottom-up,14,12,91,1886
Memoization,14,13,14,1397
Bottom-up,14,13,14,1955
Memoization,14,14,1,1886
Bottom-up,14,14,1,1886
Memoization,15,1,15,1397
Bottom-up,15,1,15,1955
Memoization,15,2,105,1956
Bottom-up,15,2,105,1467
Memoization,15,3,455,2374
Bottom-up,15,3,455,1885
Memoization,15,4,1365,2305
Bottom-up,15,4,1365,1886
Memoization,15,5,3003,2375
Bottom-up,15,5,3003,1886
Memoization,15,6,5005,3352
Bottom-up,15,6,5005,2444
Memoization,15,7,6435,2304
Bottom-up,15,7,6435,1886
Memoization,15,8,6435,1886
Bottom-up,15,8,6435,1956
Memoization,15,9,5005,1885
Bottom-up,15,9,5005,2305
Memoization,15,10,3003,1955
Bottom-up,15,10,3003,1886
Memoization,15,12,455,1955
Bottom-up,15,12,455,1956
Memoization,15,11,1365,3352
Bottom-up,15,11,1365,2445
Memoization,15,13,105,1886
Bottom-up,15,13,105,2375
Memoization,15,14,15,1885
Bottom-up,15,14,15,1467
Memoization,15,15,1,1886
Bottom-up,15,15,1,1816
Memoization,16,1,16,1886
Bottom-up,16,1,16,1885
Memoization,16,2,120,1886
Bottom-up,16,2,120,1397
Memoization,16,3,560,2375
Bottom-up,16,3,560,1886
Memoization,16,4,1820,2305
Bottom-up,16,4,1820,2793
Memoization,16,5,4368,2304
Bottom-up,16,5,4368,1396
Memoization,16,6,8008,2375
Bottom-up,16,6,8008,1466
Memoization,16,7,11440,2374
Bottom-up,16,7,11440,1886
Memoization,16,8,12870,2375
Bottom-up,16,8,12870,1955
Memoization,16,9,11440,1956
Bottom-up,16,9,11440,2444
Memoization,16,10,8008,1955
Bottom-up,16,10,8008,1816
Memoization,16,11,4368,2305
Bottom-up,16,11,4368,2375
Memoization,16,12,1820,2375
Bottom-up,16,12,1820,1886
Memoization,16,13,560,1886
Bottom-up,16,13,560,1955
Memoization,16,14,120,2375
Bottom-up,16,14,120,2864
Memoization,16,15,16,1886
Bottom-up,16,15,16,1397
Memoization,16,16,1,1955
Bottom-up,16,16,1,1886
Memoization,17,1,17,1397
Bottom-up,17,1,17,1886
Memoization,17,2,136,1955
Bottom-up,17,2,136,1955
Memoization,17,3,680,1956
Bottom-up,17,3,680,1816
Memoization,17,4,2380,2374
Bottom-up,17,4,2380,977
Memoization,17,5,6188,2375
Bottom-up,17,5,6188,1886
Memoization,17,6,12376,2375
Bottom-up,17,6,12376,1955
Memoization,17,7,19448,1955
Bottom-up,17,7,19448,1956
Memoization,17,8,24310,2374
Bottom-up,17,8,24310,1886
Memoization,17,9,24310,2305
Bottom-up,17,9,24310,1956
Memoization,17,10,19448,2863
Bottom-up,17,10,19448,2374
Memoization,17,11,12376,1397
Bottom-up,17,11,12376,2305
Memoization,17,12,6188,2374
Bottom-up,17,12,6188,1956
Memoization,17,13,2380,2304
Bottom-up,17,13,2380,1886
Memoization,17,14,680,1886
Bottom-up,17,14,680,1955
Memoization,17,15,136,1956
Bottom-up,17,15,136,1886
Memoization,17,16,17,1886
Bottom-up,17,16,17,2374
Memoization,17,17,1,1955
Bottom-up,17,17,1,2375
Memoization,18,1,18,1955
Bottom-up,18,1,18,1956
Memoization,18,2,153,2375
Bottom-up,18,2,153,1885
Memoization,18,3,816,2374
Bottom-up,18,3,816,1886
Memoization,18,4,3060,2445
Bottom-up,18,4,3060,1397
Memoization,18,5,8568,2374
Bottom-up,18,5,8568,1956
Memoization,18,6,18564,2445
Bottom-up,18,6,18564,1955
Memoization,18,7,31824,2863
Bottom-up,18,7,31824,1886
Memoization,18,8,43758,1816
Bottom-up,18,8,43758,2305
Memoization,18,9,48620,2375
Bottom-up,18,9,48620,1956
Memoization,18,10,43758,2304
Bottom-up,18,10,43758,1955
Memoization,18,11,31824,2305
Bottom-up,18,11,31824,2375
Memoization,18,12,18564,1886
Bottom-up,18,12,18564,1886
Memoization,18,13,8568,978
Bottom-up,18,13,8568,2864
Memoization,18,14,3060,1885
Bottom-up,18,14,3060,1886
Memoization,18,15,816,1886
Bottom-up,18,15,816,2375
Memoization,18,16,153,2445
Bottom-up,18,16,153,2375
Memoization,18,17,18,1467
Bottom-up,18,17,18,2375
Memoization,18,18,1,1955
Bottom-up,18,18,1,1886
Memoization,19,1,19,2305
Bottom-up,19,1,19,1467
Memoization,19,2,171,2374
Bottom-up,19,2,171,1885
Memoization,19,3,969,2863
Bottom-up,19,3,969,1885
Memoization,19,4,3876,1956
Bottom-up,19,4,3876,1886
Memoization,19,5,11628,2374
Bottom-up,19,5,11628,1886
Memoization,19,6,27132,2305
Bottom-up,19,6,27132,1885
Memoization,19,7,50388,1956
Bottom-up,19,7,50388,2374
Memoization,19,8,75582,2375
Bottom-up,19,8,75582,2304
Memoization,19,9,92378,2864
Bottom-up,19,9,92378,1397
Memoization,19,10,92378,2444
Bottom-up,19,10,92378,1886
Memoization,19,11,75582,2794
Bottom-up,19,11,75582,2375
Memoization,19,12,50388,2375
Bottom-up,19,12,50388,1886
Memoization,19,13,27132,2305
Bottom-up,19,13,27132,2863
Memoization,19,14,11628,1956
Bottom-up,19,14,11628,1885
Memoization,19,15,3876,2933
Bottom-up,19,15,3876,2374
Memoization,19,16,969,2445
Bottom-up,19,16,969,2375
Memoization,19,17,171,2304
Bottom-up,19,17,171,1886
Memoization,19,18,19,1886
Bottom-up,19,18,19,1466
Memoization,19,19,1,1467
Bottom-up,19,19,1,2305
Memoization,20,1,20,1886
Bottom-up,20,1,20,1956
Memoization,20,2,190,1955
Bottom-up,20,2,190,1886
Memoization,20,3,1140,2444
Bottom-up,20,3,1140,1886
Memoization,20,4,4845,2305
Bottom-up,20,4,4845,1397
Memoization,20,5,15504,1886
Bottom-up,20,5,15504,1886
Memoization,20,6,38760,2444
Bottom-up,20,6,38760,1396
Memoization,20,7,77520,2444
Bottom-up,20,7,77520,1956
Memoization,20,8,125970,2864
Bottom-up,20,8,125970,1885
Memoization,20,9,167960,2375
Bottom-up,20,9,167960,1956
Memoization,20,10,184756,2375
Bottom-up,20,10,184756,1885
Memoization,20,11,167960,2375
Bottom-up,20,11,167960,2305
Memoization,20,12,125970,1467
Bottom-up,20,12,125970,1886
Memoization,20,13,77520,1886
Bottom-up,20,13,77520,1885
Memoization,20,14,38760,1886
Bottom-up,20,14,38760,2375
Memoization,20,15,15504,2444
Bottom-up,20,15,15504,2374
Memoization,20,16,4845,2375
Bottom-up,20,16,4845,2863
Memoization,20,17,1140,1466
Bottom-up,20,17,1140,1467
Memoization,20,18,190,1816
Bottom-up,20,18,190,1886
Memoization,20,19,20,1885
Bottom-up,20,19,20,2375
Memoization,20,20,1,1886
Bottom-up,20,20,1,2375
Memoization,21,1,21,1816
Bottom-up,21,1,21,1885
Memoization,21,2,210,2305
Bottom-up,21,2,210,1956
Memoization,21,3,1330,1956
Bottom-up,21,3,1330,1885
Memoization,21,4,5985,1956
Bottom-up,21,4,5985,1955
Memoization,21,5,20349,1955
Bottom-up,21,5,20349,1886
Memoization,21,6,54264,2375
Bottom-up,21,6,54264,2375
Memoization,21,7,116280,2374
Bottom-up,21,7,116280,1886
Memoization,21,8,203490,2375
Bottom-up,21,8,203490,1886
Memoization,21,9,293930,2444
Bottom-up,21,9,293930,1886
Memoization,21,10,352716,2444
Bottom-up,21,10,352716,1816
Memoization,21,11,352716,978
Bottom-up,21,11,352716,2375
Memoization,21,12,293930,2305
Bottom-up,21,12,293930,1956
Memoization,21,13,203490,2305
Bottom-up,21,13,203490,2445
Memoization,21,14,116280,1397
Bottom-up,21,14,116280,1886
Memoization,21,15,54264,2304
Bottom-up,21,15,54264,2374
Memoization,21,16,20349,1956
Bottom-up,21,16,20349,2304
Memoization,21,17,5985,2444
Bottom-up,21,17,5985,2445
Memoization,21,18,1330,2375
Bottom-up,21,18,1330,2305
Memoization,21,19,210,1886
Bottom-up,21,19,210,2933
Memoization,21,20,21,2444
Bottom-up,21,20,21,2444
Memoization,21,21,1,2375
Bottom-up,21,21,1,1956
Memoization,22,1,22,1886
Bottom-up,22,1,22,1816
Memoization,22,2,231,1955
Bottom-up,22,2,231,1467
Memoization,22,3,1540,1956
Bottom-up,22,3,1540,1886
Memoization,22,4,7315,3353
Bottom-up,22,4,7315,1816
Memoization,22,5,26334,1886
Bottom-up,22,5,26334,2374
Memoization,22,6,74613,1955
Bottom-up,22,6,74613,1886
Memoization,22,7,170544,2444
Bottom-up,22,7,170544,1885
Memoization,22,8,319770,2375
Bottom-up,22,8,319770,2444
Memoization,22,9,497420,2375
Bottom-up,22,9,497420,1886
Memoization,22,10,646646,2374
Bottom-up,22,10,646646,1886
Memoization,22,11,705432,2374
Bottom-up,22,11,705432,2375
Memoization,22,12,646646,2863
Bottom-up,22,12,646646,1955
Memoization,22,13,497420,2374
Bottom-up,22,13,497420,1467
Memoization,22,14,319770,2375
Bottom-up,22,14,319770,1816
Memoization,22,15,170544,1397
Bottom-up,22,15,170544,1886
Memoization,22,16,74613,2374
Bottom-up,22,16,74613,1955
Memoization,22,17,26334,2375
Bottom-up,22,17,26334,1397
Memoization,22,18,7315,2444
Bottom-up,22,18,7315,2375
Memoization,22,19,1540,2374
Bottom-up,22,19,1540,2375
Memoization,22,20,231,1886
Bottom-up,22,20,231,2445
Memoization,22,21,22,1955
Bottom-up,22,21,22,2305
Memoization,22,22,1,1397
Bottom-up,22,22,1,2375
Memoization,23,1,23,1955
Bottom-up,23,1,23,1956
Memoization,23,2,253,1886
Bottom-up,23,2,253,1886
Memoization,23,3,1771,2374
Bottom-up,23,3,1771,1397
Memoization,23,4,8855,2375
Bottom-up,23,4,8855,1885
Memoization,23,5,33649,1886
Bottom-up,23,5,33649,1397
Memoization,23,6,100947,2934
Bottom-up,23,6,100947,1955
Memoization,23,7,245157,2374
Bottom-up,23,7,245157,1886
Memoization,23,8,490314,2375
Bottom-up,23,8,490314,2375
Memoization,23,9,817190,2934
Bottom-up,23,9,817190,1886
Memoization,23,10,1144066,1956
Bottom-up,23,10,1144066,1886
Memoization,23,11,1352078,1956
Bottom-up,23,11,1352078,2374
Memoization,23,12,1352078,2863
Bottom-up,23,12,1352078,2375
Memoization,23,13,1144066,2305
Bottom-up,23,13,1144066,2864
Memoization,23,14,817190,2375
Bottom-up,23,14,817190,2445
Memoization,23,15,490314,2444
Bottom-up,23,15,490314,2375
Memoization,23,16,245157,3282
Bottom-up,23,16,245157,2305
Memoization,23,17,100947,2863
Bottom-up,23,17,100947,2305
Memoization,23,18,33649,2444
Bottom-up,23,18,33649,2305
Memoization,23,19,8855,2445
Bottom-up,23,19,8855,2863
Memoization,23,20,1771,2375
Bottom-up,23,20,1771,2374
Memoization,23,21,253,1816
Bottom-up,23,21,253,2444
Memoization,23,22,23,1956
Bottom-up,23,22,23,2793
Memoization,23,23,1,1397
Bottom-up,23,23,1,1956
Memoization,24,1,24,1956
Bottom-up,24,1,24,1467
Memoization,24,2,276,2375
Bottom-up,24,2,276,1885
Memoization,24,3,2024,2375
Bottom-up,24,3,2024,2375
Memoization,24,4,10626,1397
Bottom-up,24,4,10626,1886
Memoization,24,5,42504,1885
Bottom-up,24,5,42504,1397
Memoization,24,6,134596,2375
Bottom-up,24,6,134596,1885
Memoization,24,7,346104,2375
Bottom-up,24,7,346104,1816
Memoization,24,8,735471,2444
Bottom-up,24,8,735471,2375
Memoization,24,9,1307504,2305
Bottom-up,24,9,1307504,1467
Memoization,24,10,1961256,2934
Bottom-up,24,10,1961256,1815
Memoization,24,11,2496144,2794
Bottom-up,24,11,2496144,2374
Memoization,24,12,2704156,2374
Bottom-up,24,12,2704156,2933
Memoization,24,13,2496144,2445
Bottom-up,24,13,2496144,1955
Memoization,24,14,1961256,2863
Bottom-up,24,14,1961256,1885
Memoization,24,15,1307504,2934
Bottom-up,24,15,1307504,2374
Memoization,24,16,735471,2444
Bottom-up,24,16,735471,2374
Memoization,24,17,346104,2304
Bottom-up,24,17,346104,2444
Memoization,24,18,134596,1467
Bottom-up,24,18,134596,1397
Memoization,24,19,42504,1885
Bottom-up,24,19,42504,1886
Memoization,24,20,10626,2445
Bottom-up,24,20,10626,3352
Memoization,24,21,2024,2305
Bottom-up,24,21,2024,2933
Memoization,24,22,276,1955
Bottom-up,24,22,276,1886
Memoization,24,23,24,1885
Bottom-up,24,23,24,2793
Memoization,24,24,1,1886
Bottom-up,24,24,1,2375
Memoization,25,1,25,1885
Bottom-up,25,1,25,1885
Memoization,25,2,300,1956
Bottom-up,25,2,300,1886
Memoization,25,3,2300,2375
Bottom-up,25,3,2300,1885
Memoization,25,4,12650,2375
Bottom-up,25,4,12650,1816
Memoization,25,5,53130,1885
Bottom-up,25,5,53130,1467
Memoization,25,6,177100,2375
Bottom-up,25,6,177100,1886
Memoization,25,7,480700,2864
Bottom-up,25,7,480700,2374
Memoization,25,8,1081575,2305
Bottom-up,25,8,1081575,1956
Memoization,25,9,2042975,2375
Bottom-up,25,9,2042975,1956
Memoization,25,10,3268760,2863
Bottom-up,25,10,3268760,1886
Memoization,25,11,4457400,2864
Bottom-up,25,11,4457400,2375
Memoization,25,12,5200300,3282
Bottom-up,25,12,5200300,1886
Memoization,25,13,5200300,1955
Bottom-up,25,13,5200300,1955
Memoization,25,14,4457400,2863
Bottom-up,25,14,4457400,1956
Memoization,25,15,3268760,2863
Bottom-up,25,15,3268760,1955
Memoization,25,16,2042975,2864
Bottom-up,25,16,2042975,1886
Memoization,25,17,1081575,2864
Bottom-up,25,17,1081575,2375
Memoization,25,18,480700,2374
Bottom-up,25,18,480700,2375
Memoization,25,19,177100,1886
Bottom-up,25,19,177100,1816
Memoization,25,20,53130,2375
Bottom-up,25,20,53130,2374
Memoization,25,21,12650,2444
Bottom-up,25,21,12650,2445
Memoization,25,22,2300,1886
Bottom-up,25,22,2300,2374
Memoization,25,23,300,1466
Bottom-up,25,23,300,1397
Memoization,25,24,25,1886
Bottom-up,25,24,25,2793
Memoization,25,25,1,1886
Bottom-up,25,25,1,2374
Memoization,26,1,26,1955
Bottom-up,26,1,26,1886
Memoization,26,2,325,1467
Bottom-up,26,2,325,2375
Memoization,26,3,2600,2374
Bottom-up,26,3,2600,1886
Memoization,26,4,14950,2444
Bottom-up,26,4,14950,1467
Memoization,26,6,230230,2375
Bottom-up,26,6,230230,1956
Memoization,26,5,65780,3352
Bottom-up,26,5,65780,2375
Memoization,26,7,657800,2444
Bottom-up,26,7,657800,1956
Memoization,26,8,1562275,2864
Bottom-up,26,8,1562275,1886
Memoization,26,9,3124550,2863
Bottom-up,26,9,3124550,1886
Memoization,26,10,5311735,2864
Bottom-up,26,10,5311735,1886
Memoization,26,11,7726160,2305
Bottom-up,26,11,7726160,2375
Memoization,26,13,10400600,2375
Bottom-up,26,13,10400600,1955
Memoization,26,12,9657700,4260
Bottom-up,26,12,9657700,2863
Memoization,26,14,9657700,2933
Bottom-up,26,14,9657700,2444
Memoization,26,15,7726160,2864
Bottom-up,26,15,7726160,2445
Memoization,26,16,5311735,2794
Bottom-up,26,16,5311735,2445
Memoization,26,17,3124550,2933
Bottom-up,26,17,3124550,1885
Memoization,26,18,1562275,2374
Bottom-up,26,18,1562275,2305
Memoization,26,19,657800,4260
Bottom-up,26,19,657800,3352
Memoization,26,20,230230,2793
Bottom-up,26,20,230230,1955
Memoization,26,21,65780,2445
Bottom-up,26,21,65780,1885
Memoization,26,22,14950,1955
Bottom-up,26,22,14950,2305
Memoization,26,23,2600,2375
Bottom-up,26,23,2600,2375
Memoization,26,25,26,1815
Bottom-up,26,25,26,2794
Memoization,26,24,325,3282
Bottom-up,26,24,325,3841
Memoization,26,26,1,1885
Bottom-up,26,26,1,2305
Memoization,27,1,27,1956
Bottom-up,27,1,27,1886
Memoization,27,3,2925,2374
Bottom-up,27,3,2925,1956
Memoization,27,2,351,2863
Bottom-up,27,2,351,2445
Memoization,27,4,17550,4261
Bottom-up,27,4,17550,2375
Memoization,27,6,296010,2444
Bottom-up,27,6,296010,1815
Memoization,27,5,80730,3771
Bottom-up,27,5,80730,2864
Memoization,27,7,888030,3422
Bottom-up,27,7,888030,1886
Memoization,27,8,2220075,2374
Bottom-up,27,8,2220075,2375
Memoization,27,9,4686825,2445
Bottom-up,27,9,4686825,2793
Memoization,27,10,8436285,2374
Bottom-up,27,10,8436285,2444
Memoization,27,11,13037895,2863
Bottom-up,27,11,13037895,2305
Memoization,27,12,17383860,4819
Bottom-up,27,12,17383860,3352
Memoization,27,13,20058300,2794
Bottom-up,27,13,20058300,2375
Memoization,27,14,20058300,2863
Bottom-up,27,14,20058300,2305
Memoization,27,15,17383860,2864
Bottom-up,27,15,17383860,1955
Memoization,27,16,13037895,2375
Bottom-up,27,16,13037895,1956
Memoization,27,17,8436285,2864
Bottom-up,27,17,8436285,1467
Memoization,27,18,4686825,1955
Bottom-up,27,18,4686825,1885
Memoization,27,19,2220075,4749
Bottom-up,27,19,2220075,3422
Memoization,27,20,888030,2794
Bottom-up,27,20,888030,1886
Memoization,27,21,296010,2375
Bottom-up,27,21,296010,2863
Memoization,27,22,80730,2864
Bottom-up,27,22,80730,2864
Memoization,27,23,17550,2445
Bottom-up,27,23,17550,2444
Memoization,27,24,2925,2794
Bottom-up,27,24,2925,2375
Memoization,27,25,351,2864
Bottom-up,27,25,351,4331
Memoization,27,26,27,1955
Bottom-up,27,26,27,1885
Memoization,27,27,1,1466
Bottom-up,27,27,1,2863
Memoization,28,1,28,1886
Bottom-up,28,1,28,1397
Memoization,28,2,378,1955
Bottom-up,28,2,378,2375
Memoization,28,3,3276,1885
Bottom-up,28,3,3276,2444
Memoization,28,4,20475,3841
Bottom-up,28,4,20475,2375
Memoization,28,5,98280,2374
Bottom-up,28,5,98280,1956
Memoization,28,6,376740,2864
Bottom-up,28,6,376740,1467
Memoization,28,7,1184040,2374
Bottom-up,28,7,1184040,2374
Memoization,28,8,3108105,2864
Bottom-up,28,8,3108105,1885
Memoization,28,9,6906900,4260
Bottom-up,28,9,6906900,2864
Memoization,28,10,13123110,2864
Bottom-up,28,10,13123110,1955
Memoization,28,11,21474180,2863
Bottom-up,28,11,21474180,908
Memoization,28,12,30421755,5308
Bottom-up,28,12,30421755,2794
Memoization,28,13,37442160,2444
Bottom-up,28,13,37442160,1886
Memoization,28,14,40116600,2374
Bottom-up,28,14,40116600,2375
Memoization,28,15,37442160,2933
Bottom-up,28,15,37442160,1955
Memoization,28,16,30421755,2864
Bottom-up,28,16,30421755,1955
Memoization,28,17,21474180,4679
Bottom-up,28,17,21474180,2864
Memoization,28,18,13123110,4260
Bottom-up,28,18,13123110,3842
Memoization,28,19,6906900,2864
Bottom-up,28,19,6906900,1467
Memoization,28,20,3108105,2863
Bottom-up,28,20,3108105,1886
Memoization,28,21,1184040,2933
Bottom-up,28,21,1184040,2794
Memoization,28,22,376740,1956
Bottom-up,28,22,376740,1397
Memoization,28,23,98280,2444
Bottom-up,28,23,98280,2374
Memoization,28,24,20475,2375
Bottom-up,28,24,20475,2864
Memoization,28,25,3276,2444
Bottom-up,28,25,3276,2374
Memoization,28,26,378,1955
Bottom-up,28,26,378,2375
Memoization,28,27,28,2375
Bottom-up,28,27,28,4819
Memoization,28,28,1,1885
Bottom-up,28,28,1,2863
Memoization,29,1,29,2444
Bottom-up,29,1,29,2375
Memoization,29,2,406,2374
Bottom-up,29,2,406,1955
Memoization,29,3,3654,2375
Bottom-up,29,3,3654,1956
Memoization,29,4,23751,2304
Bottom-up,29,4,23751,1886
Memoization,29,5,118755,1816
Bottom-up,29,5,118755,2375
Memoization,29,6,475020,4260
Bottom-up,29,6,475020,2375
Memoization,29,7,1560780,2375
Bottom-up,29,7,1560780,1955
Memoization,29,8,4292145,2794
Bottom-up,29,8,4292145,2375
Memoization,29,9,10015005,3422
Bottom-up,29,9,10015005,3283
Memoization,29,10,20030010,4679
Bottom-up,29,10,20030010,3352
Memoization,29,11,34597290,2933
Bottom-up,29,11,34597290,1397
Memoization,29,12,51895935,2863
Bottom-up,29,12,51895935,1885
Memoization,29,14,77558760,2863
Bottom-up,29,14,77558760,1397
Memoization,29,13,67863915,4330
Bottom-up,29,13,67863915,3282
Memoization,29,15,77558760,2933
Bottom-up,29,15,77558760,2375
Memoization,29,16,67863915,2863
Bottom-up,29,16,67863915,2374
Memoization,29,18,34597290,2933
Bottom-up,29,18,34597290,2863
Memoization,29,17,51895935,4330
Bottom-up,29,17,51895935,3772
Memoization,29,19,20030010,2934
Bottom-up,29,19,20030010,2374
Memoization,29,20,10015005,2864
Bottom-up,29,20,10015005,2374
Memoization,29,21,4292145,2793
Bottom-up,29,21,4292145,2794
Memoization,29,22,1560780,2793
Bottom-up,29,22,1560780,2864
Memoization,29,23,475020,4260
Bottom-up,29,23,475020,3841
Memoization,29,24,118755,2374
Bottom-up,29,24,118755,1956
Memoization,29,25,23751,2445
Bottom-up,29,25,23751,2374
Memoization,29,26,3654,2863
Bottom-up,29,26,3654,2375
Memoization,29,27,406,2374
Bottom-up,29,27,406,2375
Memoization,29,28,29,1956
Bottom-up,29,28,29,3352
Memoization,29,29,1,2375
Bottom-up,29,29,1,5168
Memoization,30,1,30,1886
Bottom-up,30,1,30,1816
Memoization,30,2,435,1885
Bottom-up,30,2,435,1885
Memoization,30,3,4060,1956
Bottom-up,30,3,4060,1885
Memoization,30,4,27405,2793
Bottom-up,30,4,27405,1955
Memoization,30,5,142506,2305
Bottom-up,30,5,142506,1886
Memoization,30,6,593775,2863
Bottom-up,30,6,593775,1885
Memoization,30,7,2035800,2863
Bottom-up,30,7,2035800,1886
Memoization,30,8,5852925,2375
Bottom-up,30,8,5852925,1956
Memoization,30,9,14307150,2933
Bottom-up,30,9,14307150,1816
